,track_id,genre
3773,7388,Experimental
3776,7391,Experimental
3777,7393,Experimental
3841,7481,Hip-Hop
3842,7482,Hip-Hop
3843,7483,Hip-Hop
3846,7487,Hip-Hop
3847,7488,Hip-Hop
3848,7489,Hip-Hop
3849,7490,Hip-Hop
3850,7491,Hip-Hop
3851,7492,Hip-Hop
3854,7495,Rock
3864,7526,Pop
3865,7527,Pop
3866,7528,Pop
3867,7529,Pop
3878,7548,Experimental
3884,7554,Experimental
3909,7709,Folk
3910,7710,Folk
3911,7711,Folk
3912,7712,Folk
3913,7713,Folk
3978,7872,Rock
4042,8056,Rock
4109,8208,Rock
4118,8256,Folk
4121,8259,Folk
4123,8261,Folk
4170,8345,Experimental
4181,8357,Experimental
4187,8363,Experimental
4196,8372,Experimental
4233,8416,Experimental
4651,9152,Experimental
4654,9155,Experimental
4776,9307,Experimental
4938,9476,Experimental
4939,9477,Experimental
4951,9491,Rock
4956,9505,Experimental
4958,9511,Rock
4959,9512,International
4960,9513,Rock
4992,9550,Rock
4995,9553,Rock
4997,9555,Rock
4999,9557,Rock
5001,9559,Rock
5002,9560,Rock
5044,9678,Experimental
5079,9721,Experimental
5139,9846,Experimental
5156,9887,Folk
5157,9888,Folk
5177,9918,Experimental
5211,9962,Rock
5388,10186,International
5394,10192,Hip-Hop
5443,10250,Instrumental
5496,10374,Experimental
5497,10375,Experimental
5498,10376,Experimental
5499,10377,Experimental
5501,10381,Folk
5502,10382,Folk
5503,10383,Folk
5504,10384,Folk
5505,10385,Folk
5506,10386,Folk
5507,10387,Folk
5508,10388,Folk
5509,10389,Folk
5539,10435,Experimental
5542,10438,Folk
5543,10439,Folk
5544,10440,Folk
5545,10441,Folk
5546,10442,Folk
5547,10443,Folk
5548,10444,Folk
5550,10447,Folk
5561,10458,Folk
5574,10480,Folk
5575,10481,Folk
5579,10485,Folk
5610,10521,Experimental
5616,10527,Experimental
5624,10535,Experimental
5630,10541,Experimental
5664,10575,Folk
5666,10577,Folk
5732,10668,Rock
5733,10669,Rock
5734,10670,Rock
5735,10671,Rock
5736,10672,Rock
5737,10673,Rock
5738,10674,Rock
5739,10675,Rock
5740,10676,Rock
5741,10677,Rock
5742,10678,Folk
5743,10679,Folk
5746,10682,Folk
5748,10684,Folk
5756,10693,Hip-Hop
5757,10694,Hip-Hop
5758,10695,Hip-Hop
5759,10696,Hip-Hop
5760,10697,Hip-Hop
5761,10698,Hip-Hop
5762,10699,Hip-Hop
5838,10805,Pop
5839,10806,Pop
5840,10807,Pop
5841,10808,Pop
5842,10809,Pop
5843,10810,Pop
5918,10983,Experimental
5924,10992,Folk
5925,10993,Folk
5940,11019,Experimental
5941,11020,Experimental
5967,11059,Folk
6049,11198,Pop
6050,11199,Pop
6051,11200,Pop
6055,11204,Hip-Hop
6057,11206,Electronic
6071,11234,Experimental
6073,11237,Experimental
6074,11239,Experimental
6075,11242,Experimental
6088,11261,Pop
6089,11262,Electronic
6091,11264,Rock
6095,11268,Rock
6110,11298,Hip-Hop
6111,11299,Hip-Hop
6117,11306,Rock
6138,11333,Experimental
6139,11334,Experimental
6263,11503,Folk
6264,11504,Folk
6265,11505,Folk
6268,11508,Folk
6304,11544,Experimental
6389,11638,Instrumental
6417,11671,International
6418,11672,International
6419,11673,International
6420,11674,International
6421,11675,International
6423,11677,International
6425,11679,International
6427,11681,International
6428,11682,International
6429,11683,International
6485,11763,Hip-Hop
6486,11764,Hip-Hop
6487,11765,Hip-Hop
6488,11766,Hip-Hop
6489,11767,Hip-Hop
6490,11768,Hip-Hop
6491,11769,Hip-Hop
6492,11770,Hip-Hop
6493,11771,Hip-Hop
6494,11772,Hip-Hop
6495,11773,Hip-Hop
6496,11774,Hip-Hop
6497,11775,Hip-Hop
6498,11776,Hip-Hop
6499,11777,Hip-Hop
6500,11778,Hip-Hop
6501,11779,Hip-Hop
6502,11780,Hip-Hop
6503,11781,Hip-Hop
6504,11782,Hip-Hop
6505,11783,Hip-Hop
6506,11784,Hip-Hop
6507,11785,Hip-Hop
6508,11786,Hip-Hop
6509,11787,Hip-Hop
6510,11788,Hip-Hop
6511,11789,Hip-Hop
6512,11790,Hip-Hop
6513,11791,Hip-Hop
6514,11792,Hip-Hop
6515,11793,Hip-Hop
6516,11794,Hip-Hop
6517,11795,Hip-Hop
6525,11803,Hip-Hop
6540,11818,Hip-Hop
6561,11839,Hip-Hop
6572,11861,Hip-Hop
6573,11862,Hip-Hop
6578,11867,Hip-Hop
6579,11868,Hip-Hop
6615,11916,Hip-Hop
6616,11917,Hip-Hop
6617,11918,Hip-Hop
6618,11919,Hip-Hop
6619,11920,Hip-Hop
6620,11921,Hip-Hop
6621,11922,Hip-Hop
6622,11933,Rock
6626,11937,Pop
6631,11942,Electronic
6634,11946,Experimental
6635,11947,Experimental
6639,11951,Experimental
6708,12045,Folk
6709,12046,Folk
6710,12047,Folk
6711,12048,Folk
6712,12049,Folk
6713,12050,Folk
6714,12051,Folk
6715,12052,Folk
6716,12053,Folk
6721,12058,Folk
6722,12059,Folk
6723,12060,Folk
6724,12061,Folk
6725,12062,Folk
6727,12064,Folk
6728,12065,Folk
6729,12066,Folk
6730,12067,Folk
6770,12109,International
6787,12146,Pop
6788,12147,Pop
6811,12173,Hip-Hop
6812,12174,Hip-Hop
6817,12179,Pop
6825,12188,Pop
6826,12189,Electronic
6968,12346,Experimental
6970,12348,Folk
6971,12349,Folk
6972,12350,Folk
6973,12351,Folk
6974,12352,Folk
6975,12353,Folk
6977,12355,Folk
6997,12376,Pop
7001,12387,Pop
7004,12390,Pop
7008,12394,Hip-Hop
7077,12481,Folk
7078,12482,Folk
7080,12484,Folk
7081,12485,Folk
7082,12486,Folk
7083,12487,Folk
7084,12488,Folk
7085,12489,Folk
7086,12490,Folk
7104,12508,Folk
7109,12513,Folk
7110,12514,Folk
7114,12518,Pop
7117,12521,Rock
7122,12526,Hip-Hop
7123,12527,Pop
7126,12530,Pop
7127,12531,Hip-Hop
7128,12532,Pop
7133,12537,Pop
7147,12551,Pop
7148,12552,Pop
7231,12654,Pop
7240,12690,International
7241,12691,International
7242,12692,International
7244,12737,Experimental
7409,12985,Folk
7410,12986,Folk
7572,13191,Pop
7578,13197,Pop
7579,13199,Hip-Hop
7581,13201,Hip-Hop
7598,13218,Pop
7600,13220,Pop
7646,13325,Rock
7649,13328,Pop
7668,13362,Pop
7684,13378,Pop
7778,13474,Electronic
7837,13537,International
7838,13538,International
7839,13539,International
7840,13540,International
7854,13556,Rock
7859,13561,Hip-Hop
7860,13562,Electronic
7864,13566,Hip-Hop
7869,13571,Electronic
7876,13578,Experimental
7889,13591,Hip-Hop
7894,13596,Rock
7915,13666,Rock
7917,13668,Electronic
7918,13670,Hip-Hop
7950,13706,Electronic
7951,13707,Electronic
7952,13708,Electronic
7953,13709,Electronic
7954,13710,Electronic
7955,13711,Electronic
7973,13735,Hip-Hop
7985,13747,Hip-Hop
7986,13748,Hip-Hop
7987,13749,Hip-Hop
8003,13767,Hip-Hop
8004,13768,Hip-Hop
8034,13804,Hip-Hop
8136,13927,Folk
8137,13928,Folk
8138,13929,Folk
8139,13930,Folk
8250,14063,Electronic
8372,14208,Electronic
8463,14315,International
8464,14316,International
8465,14317,International
8466,14318,International
8467,14319,International
8468,14320,International
8492,14344,Electronic
8506,14358,Hip-Hop
8511,14363,Hip-Hop
8513,14365,Hip-Hop
8532,14386,Hip-Hop
8537,14391,Hip-Hop
8632,14538,Hip-Hop
8633,14539,Hip-Hop
8635,14541,Hip-Hop
8636,14542,Hip-Hop
8656,14568,Instrumental
8657,14569,Instrumental
8658,14570,Instrumental
8659,14571,Instrumental
8660,14572,Instrumental
8662,14576,Instrumental
8663,14577,Instrumental
8664,14578,Instrumental
8665,14579,Instrumental
8666,14580,Instrumental
8667,14581,Instrumental
8668,14583,Instrumental
8669,14584,Instrumental
8670,14585,Instrumental
8671,14586,Instrumental
8673,14588,Instrumental
8674,14589,Instrumental
8675,14590,Instrumental
8677,14601,International
8678,14602,International
8679,14603,International
8680,14604,International
8709,14653,Rock
8715,14661,Folk
8717,14663,Pop
8738,14684,Folk
8744,14690,Experimental
8746,14693,Folk
8780,14733,Rock
8781,14734,Rock
8782,14735,Rock
8783,14736,Rock
8784,14737,Rock
8785,14738,Rock
8786,14739,Rock
8787,14740,Rock
8788,14741,Rock
8789,14742,Rock
8790,14743,Rock
8791,14744,Rock
8792,14745,Rock
8839,14809,Folk
8862,14869,Electronic
8995,15094,Experimental
9077,15210,Hip-Hop
9220,15464,Experimental
9221,15469,Experimental
9223,15471,Experimental
9227,15475,Experimental
9228,15476,Experimental
9237,15487,International
9238,15488,International
9271,15540,Experimental
9272,15541,Experimental
9273,15542,Experimental
9274,15543,Experimental
9330,15625,Experimental
9443,15769,Electronic
9444,15770,Electronic
9445,15771,Electronic
9446,15772,Electronic
9447,15773,Electronic
9498,15880,International
9672,16095,Pop
9717,16155,Pop
9720,16158,Pop
9724,16162,Hip-Hop
9725,16163,Pop
9861,16334,International
9863,16337,Pop
9864,16338,Pop
9865,16339,Pop
9866,16340,Pop
9873,16354,Rock
10146,16743,International
10147,16744,International
10148,16745,International
10150,16747,International
10213,16819,Rock
10214,16820,Rock
10215,16821,Rock
10216,16822,Rock
10262,16878,Hip-Hop
10263,16879,Hip-Hop
10264,16880,Hip-Hop
10270,16895,Pop
10330,16994,Rock
10331,16995,Rock
10332,16997,Rock
10444,17132,Folk
10526,17344,Pop
10527,17345,Pop
10607,17462,Rock
10620,17491,Hip-Hop
10625,17496,Hip-Hop
10628,17499,Hip-Hop
10629,17500,Hip-Hop
10665,17573,Experimental
10679,17588,Electronic
10692,17605,International
10693,17606,International
10694,17607,International
10695,17608,International
10696,17609,International
10697,17610,International
10698,17611,International
10716,17631,International
10717,17632,International
10718,17633,International
10719,17634,International
10720,17635,International
10721,17636,International
10722,17637,International
10729,17644,Experimental
10805,17735,Rock
10827,17782,Hip-Hop
10892,17884,Electronic
10905,17906,Pop
10994,18031,International
10995,18032,International
10996,18033,International
10997,18034,International
11000,18037,International
11001,18038,International
11002,18039,International
11006,18043,International
11007,18044,International
11051,18112,Experimental
11058,18124,Experimental
11077,18144,Pop
11078,18145,Pop
11079,18146,Pop
11086,18159,Folk
11109,18197,Rock
11217,18350,Folk
11339,18607,Rock
11343,18611,Rock
11543,18876,Experimental
11544,18877,Experimental
11545,18887,Rock
11601,19073,Pop
11602,19074,Pop
11631,19179,Rock
11636,19184,Rock
11639,19187,Rock
11644,19192,Experimental
11790,19412,Pop
11791,19413,Pop
11793,19415,Pop
11794,19416,Pop
11795,19417,Pop
11796,19418,Pop
11798,19420,Pop
11800,19422,Pop
11801,19423,Pop
11803,19425,Pop
11816,19438,Hip-Hop
11817,19439,Hip-Hop
11819,19441,Pop
11820,19442,Pop
11825,19459,International
11982,19673,International
11983,19674,International
11991,19685,Rock
11995,19689,Pop
12013,19707,Folk
12014,19708,Folk
12024,19729,Hip-Hop
12050,19758,Pop
12051,19759,Pop
12052,19760,Pop
12137,19889,International
12138,19890,International
12139,19891,International
12268,20050,Rock
12461,20296,Experimental
12512,20361,Instrumental
12513,20362,Instrumental
12515,20364,Instrumental
12516,20365,Instrumental
12517,20366,Instrumental
12520,20369,Instrumental
12522,20372,Instrumental
12523,20373,Instrumental
12524,20374,Instrumental
12525,20375,Instrumental
12526,20376,Instrumental
12554,20424,Experimental
12560,20432,International
12590,20469,Hip-Hop
12665,20667,Electronic
12696,20704,Pop
12759,20818,Experimental
12949,21058,Experimental
12975,21085,Electronic
12977,21087,Folk
13023,21167,Electronic
13062,21228,Hip-Hop
13065,21231,Pop
13066,21232,Pop
13192,21400,Pop
13193,21401,Pop
13194,21402,Pop
13195,21403,Pop
13196,21404,Pop
13201,21409,Pop
13211,21422,Electronic
13313,21565,Pop
13324,21587,Pop
13372,21657,Pop
13377,21672,Pop
13381,21676,Pop
13382,21677,Pop
13411,21707,Folk
13444,21774,Experimental
13481,21842,Electronic
13497,21859,Rock
13498,21860,Rock
13522,21891,Electronic
13526,21895,Electronic
13585,21995,Pop
13586,21996,Pop
13587,21997,Pop
13588,21998,Pop
13589,21999,Pop
13590,22000,Pop
13591,22001,Pop
13646,22088,Hip-Hop
13647,22091,Hip-Hop
13649,22093,Rock
13650,22094,Hip-Hop
13651,22095,Electronic
13653,22097,Pop
13695,22150,Experimental
13797,22295,Hip-Hop
13798,22296,Hip-Hop
13816,22315,International
13848,22348,Pop
13937,22472,Pop
13938,22473,Pop
13939,22474,Pop
13940,22475,Pop
13941,22476,Pop
13942,22477,Pop
13943,22478,Pop
13944,22479,Pop
13945,22480,Pop
13946,22481,Pop
14270,23010,Electronic
14273,23013,Electronic
14274,23014,Folk
14275,23015,Folk
14276,23016,Electronic
14289,23037,Rock
14291,23039,Pop
14293,23041,Rock
14299,23063,Experimental
14373,23155,International
14374,23156,International
14382,23172,Rock
14498,23329,Experimental
14514,23353,Electronic
14516,23355,Electronic
14530,23371,Folk
14531,23372,Electronic
14623,23505,Electronic
14871,23862,Electronic
15038,24216,Experimental
15039,24217,Experimental
15040,24218,Experimental
15163,24362,International
15164,24363,International
15165,24364,International
15166,24365,International
15167,24366,International
15168,24367,International
15169,24368,International
15170,24369,International
15171,24370,International
15172,24371,International
15191,24418,Hip-Hop
15193,24420,Hip-Hop
15194,24421,Hip-Hop
15195,24422,Hip-Hop
15196,24423,Hip-Hop
15197,24424,Hip-Hop
15198,24425,Hip-Hop
15199,24426,Hip-Hop
15200,24427,Hip-Hop
15201,24428,Hip-Hop
15202,24429,Hip-Hop
15203,24430,Hip-Hop
15204,24431,Hip-Hop
15205,24432,Hip-Hop
15257,24512,Experimental
15260,24515,Experimental
15266,24521,Experimental
15269,24524,Experimental
15387,24698,International
15388,24699,International
15389,24700,International
15390,24701,International
15391,24702,International
15404,24717,International
15405,24720,International
15410,24739,International
15412,24741,International
15413,24742,International
15416,24745,International
15417,24746,International
15418,24747,International
15419,24748,International
15420,24749,International
15487,24842,International
15526,24898,Experimental
15527,24899,Experimental
15529,24901,Experimental
15539,24912,Experimental
15542,24915,Experimental
15544,24917,Experimental
15587,24963,Experimental
15599,24975,Experimental
15606,24983,Experimental
15640,25028,International
15641,25029,International
15642,25030,International
15643,25031,International
15644,25032,International
15645,25033,International
15664,25055,Pop
15666,25063,Experimental
15668,25066,Electronic
15691,25104,Pop
15704,25124,Pop
15745,25215,International
15746,25216,International
15750,25227,International
15755,25232,International
15756,25233,International
15757,25234,International
15758,25235,International
15813,25324,Experimental
15862,25378,Electronic
15886,25601,International
15888,25603,International
15890,25605,International
15891,25606,International
15893,25608,International
15894,25609,International
15926,25668,International
15927,25669,International
15928,25670,International
16006,25795,International
16007,25796,International
16008,25797,International
16013,25802,International
16015,25804,International
16135,26007,Hip-Hop
16136,26008,Hip-Hop
16137,26010,Hip-Hop
16138,26011,Hip-Hop
16139,26012,Hip-Hop
16140,26013,Hip-Hop
16141,26014,Hip-Hop
16143,26016,Hip-Hop
16144,26017,Hip-Hop
16147,26020,Hip-Hop
16148,26021,Hip-Hop
16149,26022,Hip-Hop
16152,26025,Hip-Hop
16153,26026,Hip-Hop
16161,26034,Hip-Hop
16162,26035,Hip-Hop
16163,26036,Hip-Hop
16183,26169,Pop
16188,26174,Pop
16250,26298,Pop
16253,26301,Experimental
16254,26302,Folk
16259,26307,Experimental
16267,26322,Experimental
16333,26464,Folk
16334,26465,Folk
16335,26466,Folk
16417,26583,Experimental
16434,26600,Experimental
16439,26605,Experimental
16458,26629,Electronic
16466,26638,Rock
16467,26639,Rock
16468,26640,Rock
16469,26641,Rock
16470,26642,Rock
16471,26643,Rock
16478,26651,Electronic
16479,26652,Electronic
16480,26653,Electronic
16481,26654,Electronic
16482,26655,Electronic
16483,26656,Electronic
16484,26657,Electronic
16485,26658,Electronic
16486,26659,Electronic
16501,26674,Rock
16508,26681,Rock
16576,26754,Pop
16587,26765,Pop
16646,26859,Electronic
16647,26861,Electronic
16674,26902,Electronic
16676,26904,Electronic
16677,26905,Electronic
16678,26906,Electronic
16766,27164,Pop
16779,27177,Electronic
16796,27194,International
16797,27195,International
16799,27197,International
16800,27198,International
16834,27258,Folk
16940,27406,Electronic
16981,27454,Experimental
16982,27455,Experimental
16983,27456,Experimental
17054,27547,Pop
17055,27548,Pop
17056,27549,Pop
17057,27550,Pop
17058,27551,Pop
17059,27552,Pop
17098,27609,International
17099,27610,International
17100,27611,International
17101,27612,International
17102,27613,International
17115,27667,Electronic
17121,27673,Electronic
17216,27797,Pop
17217,27798,Electronic
17218,27799,Hip-Hop
17221,27802,Pop
17222,27803,Experimental
17223,27804,Folk
17224,27805,Pop
17267,27855,Folk
17268,27856,Folk
17278,27866,Experimental
17331,27945,Experimental
17339,27953,International
17359,27975,International
17360,27978,International
17363,27981,International
17369,27987,International
17427,28070,Rock
17429,28072,Rock
17475,28179,Electronic
17499,28241,Experimental
17518,28260,Rock
17524,28266,Rock
17532,28274,Rock
17588,28375,Experimental
17589,28376,Experimental
17689,28477,Pop
17690,28478,Pop
17691,28479,Pop
17692,28480,Pop
17693,28481,Pop
17694,28482,Pop
17695,28483,Pop
17696,28484,Pop
17697,28485,Pop
17753,28546,Electronic
17755,28548,Electronic
17759,28553,Electronic
17765,28571,Experimental
17793,28608,Pop
17830,28692,Rock
17928,28802,Pop
18099,29037,Electronic
18101,29039,Electronic
18102,29040,Electronic
18103,29041,Electronic
18104,29042,Electronic
18105,29043,Electronic
18106,29044,Electronic
18107,29045,Pop
18122,29128,Pop
18164,29180,Pop
18225,29243,Pop
18227,29245,Pop
18237,29255,Pop
18253,29271,Pop
18254,29272,Experimental
18331,29350,International
18332,29351,International
18336,29355,International
18441,29465,Experimental
18456,29480,Folk
18502,29526,Electronic
18504,29528,Electronic
18506,29530,Electronic
18546,29587,Hip-Hop
18561,29602,Hip-Hop
18612,29673,Electronic
18644,29718,Hip-Hop
18645,29719,Hip-Hop
18646,29720,Hip-Hop
18647,29721,Hip-Hop
18662,29738,Experimental
18663,29739,Experimental
18664,29740,Experimental
18665,29741,Experimental
18666,29742,Experimental
18667,29744,Experimental
18668,29745,Experimental
18669,29746,Experimental
18670,29747,Experimental
18672,29750,Experimental
18674,29752,Experimental
18727,29807,Rock
18733,29813,Rock
18736,29816,Electronic
18833,29961,Hip-Hop
18842,29971,Folk
18898,30041,Hip-Hop
18900,30043,Hip-Hop
18907,30050,Hip-Hop
18913,30056,Hip-Hop
18915,30058,Hip-Hop
18916,30059,Hip-Hop
18945,30090,Experimental
18950,30095,Experimental
18969,30120,Experimental
19032,30196,Instrumental
19033,30198,Experimental
19041,30230,Hip-Hop
19089,30316,Experimental
19231,30486,Pop
19232,30487,Pop
19233,30488,Pop
19258,30519,Electronic
19259,30520,Electronic
19260,30521,Electronic
19261,30522,Electronic
19309,30636,Experimental
19342,30682,Experimental
19350,30690,Experimental
19362,30702,Experimental
19399,30740,Experimental
19458,30895,Electronic
19570,31040,Electronic
19571,31041,Electronic
19572,31042,Electronic
19573,31043,Electronic
19574,31044,Electronic
19643,31165,International
19766,31356,Folk
19792,31389,Folk
19793,31390,Folk
19794,31391,Folk
19795,31392,Folk
19875,31568,Electronic
20083,31807,Folk
20159,31887,International
20160,31888,International
20161,31889,International
20209,31999,Rock
20211,32001,Rock
20231,32021,Rock
20280,32075,Rock
20286,32081,Rock
20387,32218,Electronic
20418,32325,Pop
20419,32326,Pop
20420,32327,Pop
20421,32328,Pop
20422,32329,Pop
20423,32330,Pop
20424,32331,Pop
20425,32332,Pop
20426,32333,Pop
20427,32334,Pop
20428,32335,Pop
20429,32336,Pop
20430,32337,Pop
20431,32338,Pop
20432,32339,Pop
20433,32340,Pop
20512,32433,Electronic
20514,32435,Electronic
20516,32437,Electronic
20517,32438,Electronic
20518,32439,Electronic
20600,32525,Pop
20744,32686,Hip-Hop
20745,32687,Hip-Hop
20747,32689,Hip-Hop
20751,32693,Hip-Hop
20752,32694,Hip-Hop
20753,32695,Hip-Hop
20792,32755,Hip-Hop
20793,32756,Folk
20796,32759,Pop
20797,32760,Pop
20823,32800,Folk
20901,32882,Hip-Hop
21026,33020,Rock
21054,33049,Folk
21055,33050,Folk
21061,33064,Electronic
21064,33067,International
21065,33068,International
21066,33069,International
21067,33070,International
21068,33071,International
21069,33072,International
21118,33123,Electronic
21119,33124,Electronic
21177,33203,Electronic
21183,33216,Electronic
21188,33221,Electronic
21233,33278,Experimental
21326,33415,International
21332,33422,International
21334,33424,International
21336,33426,International
21349,33446,Folk
21360,33459,Rock
21361,33460,Rock
21362,33461,Rock
21365,33465,Rock
21376,33477,Experimental
21384,33486,Experimental
21430,33538,Rock
21762,33992,Rock
21773,34003,Experimental
21833,34147,Folk
21841,34167,Hip-Hop
21884,34257,Experimental
21885,34258,Experimental
21886,34263,Experimental
22039,34484,Folk
22063,34510,Experimental
22064,34511,Pop
22363,34994,Experimental
22365,34996,Experimental
22376,35007,Experimental
22377,35008,Experimental
22506,35182,Pop
22508,35184,Pop
22522,35198,Experimental
22523,35199,Experimental
22528,35204,Experimental
22596,35296,Electronic
22598,35299,Electronic
22714,35443,Folk
22715,35444,Experimental
